OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
157351,04092011399,Bojangles,1209 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 362-1416,1993-12-02T00:00:00.000Z,Restaurant,159,-78.83663534,35.74916947,M
157352,04092012312,Taco Bell,1205 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 363-6694,1998-10-06T00:00:00.000Z,Restaurant,9228,-78.83579203,35.74888522,M
157353,04092025273,Harris Teeter #496 Produce,940 US 64 HWY W,,APEX,NC,27523-7184,,2019-07-15T00:00:00.000Z,Food Stand,18830,-78.82197042,35.74562504,M
157354,04092025274,Harris Teeter #496 Deli,940 US 64 HWY W,,APEX,NC,27523-7184,,2019-07-15T00:00:00.000Z,Food Stand,13297,-78.82197042,35.74562504,M
157355,04092025272,Harris Teeter #496 Meat/Seafood,940 US 64 HWY W,,APEX,NC,27523-7184,,2019-07-15T00:00:00.000Z,Food Stand,13296,-78.82197042,35.74562504,M
157356,04092110123,Salem Elementary Sch. Cafeteria,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000-08-18T00:00:00.000Z,Public School Lunchrooms,1301,-78.85003935,35.75603203,M
157357,04092011940,Daniels Restaurant & Catering,1430 W WILLIAMS ST ,,APEX,NC,27523-9300,(919) 303-1006,1996-10-07T00:00:00.000Z,Restaurant,1921,-78.87657249,35.75245638,M
157358,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016-10-04T00:00:00.000Z,Restaurant,7276,-78.87770701,35.75964934,M
157359,04092021907,CIRCLE K #2723633,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3800,2015-10-13T00:00:00.000Z,Food Stand,11344,-78.81900281,35.72167387,M
157360,04092016025,COMFORT INN BREAKFAST,1411 E WILLIAMS ST ,,APEX,NC,27539,(919) 387-4600,2011-10-20T00:00:00.000Z,Restaurant,17379,-78.83826445,35.71228616,M
157361,04092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014-03-19T00:00:00.000Z,Restaurant,10297,-78.82092868,35.72195088,M
157362,04092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,,APEX,NC,27539,,2017-01-27T00:00:00.000Z,Restaurant,16936,-78.81811355,35.72082608,M
157363,04092030349,Gettin' Sauced in the City (WCID #615),8132 Wheeler Woods DR ,,APEX,NC,27539,(919) 500-9448,2017-11-06T00:00:00.000Z,Mobile Food Units,8686,-78.74607092,35.67171508,M
157364,04092030330,TORTAS Y TACOS EL JAROCHO (WCID #597),820 E WILLIAMS ST ,,APEX,NC,27539,(919) 210-6361,2017-04-28T00:00:00.000Z,Mobile Food Units,10613,-78.84657968,35.72224719,M
157365,04092016261,SUBWAY,1561 E WILLIAMS ST ,,APEX,NC,27539,(919) 367-7785,2012-09-18T00:00:00.000Z,Restaurant,16445,-78.83534627,35.7067576,M
157366,04092016696,Johnny's Pizza,8759 Holly Springs RD ,,APEX,NC,27539,(919) 434-5989,2014-05-30T00:00:00.000Z,Restaurant,7867,-78.77345837,35.69264701,M
157367,04092030400,El Toluco (WCID #689),4320 Ten-Ten RD ,,APEX,NC,27539,,2019-03-05T00:00:00.000Z,Mobile Food Units,16172,-78.7728994,35.6951135,M
157368,04092017060,DQ GRILL & CHILL #24227,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3809,2015-10-16T00:00:00.000Z,Restaurant,19958,-78.81900281,35.72167387,M
157369,04092018140,Rodeway Inn (Breakfast Area),1400 E WILLIAMS ST,,APEX,NC,27539,(919) 362-8621,2019-07-19T00:00:00.000Z,Restaurant,19922,-78.84130878,35.71213708,M
157370,04092021928,CIRCLE K #2723302,1414  E WILLIAMS ST ,,APEX,NC,27539,(919) 362-5131,2016-02-25T00:00:00.000Z,Food Stand,12635,-78.83931692,35.71149361,M
157371,04092017983,FUJI EXPRESS,2143 TEN TEN RD ,,APEX,NC,27539,(919) 367-8686,2018-11-26T00:00:00.000Z,Restaurant,15872,-78.81811355,35.72082608,M
157372,04092017675,SHAKEY RAY'S,5160 SUNSET LAKE RD ,,APEX,NC,27539,(919) 363-2378,2017-09-07T00:00:00.000Z,Restaurant,18342,-78.79955758,35.66756646,M
157373,04092018219,BIG SERGIO'S PIZZA OF APEX,2127 TEN TEN RD ,,APEX,NC,27539,(919) 303-1770,2019-11-06T00:00:00.000Z,Restaurant,15255,-78.81811355,35.72082608,M
157374,04092110083,West Lake Elem. Sch. Cafeteria,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991-08-21T00:00:00.000Z,Public School Lunchrooms,7225,-78.76185019,35.66034209,M
157375,04092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992-07-01T00:00:00.000Z,Public School Lunchrooms,4183,-78.76185019,35.66034209,M
157376,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010-04-28T00:00:00.000Z,Restaurant,7380,-78.83789587,35.71142555,M
157377,04092110124,Middle Creek Elem. Sch. Cafeteria,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000-08-23T00:00:00.000Z,Public School Lunchrooms,7465,-78.75946583,35.67025019,M
157378,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998-09-14T00:00:00.000Z,Public School Lunchrooms,1422,-78.83012663,35.71965767,M
157379,04092110509,OAK VIEW ELEMENTARY SCHOOL CAFETERIA,11500 HOLLY SPRINGS NEW HILL ,,APEX,NC,27571,,2016-07-06T00:00:00.000Z,Public School Lunchrooms,8021,0,0,U
157380,04092017295,WENDY'S #6300,1900 LAKE PINE DR ,,APEX,NC,27602,(919) 387-8640,2016-08-25T00:00:00.000Z,Restaurant,16628,-78.82229737,35.74322253,M
157381,04092014339,Chick-fil-A,1110 Beaver Creek Commons DR ,,APEX ,NC,27502,(919) 303-2377,2005-05-27T00:00:00.000Z,Restaurant,7169,-78.87405733,35.74592799,M
157382,04092030240,BIG MIKES BBQ (WCID #418),1100 E WILLIAMS ST ,"610 GLENWOOD RALEIGH, NC 27603",CARY,NC,27502,(910) 436-3112,2012-03-12T00:00:00.000Z,Mobile Food Units,4676,-78.8438104,35.72060287,M
157383,04092010190,The Bistro at Courtyard by Marriott,102 Edinburgh South DR ,,CARY,NC,27511,(919) 481-9666,1991-05-03T00:00:00.000Z,Restaurant,4445,-78.79973727,35.73824019,M
157384,04092021741,CHARLEY'S PHILLY STEAKS,1105  WALNUT ST ,,CARY,NC,27511,(919) 651-9339,2013-05-06T00:00:00.000Z,Food Stand,5678,-78.76025493,35.77377018,T
157385,04092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,,CARY,NC,27511,(919) 308-6665,2017-07-27T00:00:00.000Z,Restaurant,14471,-78.78723389,35.78648749,M
157386,04092017982,SURABHI KITCHEN,744 E Chatham ST ,,CARY,NC,27511,(919) 469-0006,2018-11-08T00:00:00.000Z,Restaurant,8879,-78.76691591,35.79077863,M
157387,04092015636,WALTONWOOD AT CARY DINING,750 SE CARY PKY ,,CARY,NC,27511,(919) 460-7330,2010-05-14T00:00:00.000Z,Restaurant,12746,-78.77482013,35.74902725,M
157388,04092021814,HARRIS TEETER #430 - DELI,885 WALNUT ST.,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Food Stand,15300,-78.76561938,35.77485795,M
157389,04092015672,FIREHOUSE SUBS #0528,100 WRENN DR ,STE 102,CARY,NC,27511,(919) 535-8502,2010-06-28T00:00:00.000Z,Restaurant,15927,-78.78400848,35.76514973,M
157390,04092017988,Taste of Jerusalem,740 E Chatham ST ,,Cary,NC,27511,(919) 377-0063,2018-11-27T00:00:00.000Z,Restaurant,17171,-78.76691591,35.79077863,M
157391,04092014674,Pei Wei Asian Diner #0116,1107 -101 Walnut ST,,CARY,NC,27511,(919) 337-0050,2006-09-07T00:00:00.000Z,Restaurant,15875,-78.76293052,35.77143524,M
157392,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014-09-05T00:00:00.000Z,Restaurant,9774,-78.783798,35.75917392,M
157393,04092017164,VERANDAH,301 S ACADEMY ST ,,CARY,NC,27511,(919) 307-7070,2016-02-09T00:00:00.000Z,Restaurant,12199,-78.78084157,35.78484167,M
157394,04092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,,CARY,NC,27511,(919) 481-0068,2010-06-07T00:00:00.000Z,Restaurant,16882,-78.78193974,35.75976658,M
157395,04092017180,BOND BROTHERS BEER COMPANY,202 E CEDAR ST ,,CARY,NC,27511,(919) 459-2670,2016-03-11T00:00:00.000Z,Restaurant,8566,-78.77802091,35.78798563,M
157396,04092015371,SPIRITS PUB & GRUB,701 E CHATHAM ST ,,CARY,NC,27511,(919) 462-7001,2009-04-07T00:00:00.000Z,Restaurant,14178,-78.76531398,35.79216315,M
157397,04092017623,PRO'S EPICUREAN MARKET & CAFE,211 E CHATHAM ST ,,CARY,NC,27511,(919) 377-1788,2017-06-20T00:00:00.000Z,Restaurant,17006,-78.77802091,35.78798563,M
157398,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012-05-22T00:00:00.000Z,Meat Market,13674,-78.76514155,35.79157241,M
157399,04092300262,TODAY ASIA MARKET,1207 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 380-0588,2013-01-14T00:00:00.000Z,Meat Market,9890,-78.78219496,35.76380548,M
157400,04092016997,GOLDEN PIG,815 W CHATHAM ST ,,CARY,NC,27511,(919) 650-2720,2015-08-07T00:00:00.000Z,Restaurant,15178,-78.79538567,35.78006758,M
157401,04092014863,Life Cafe,1700 Regency PKY ,,CARY,NC,27511,(919) 460-8340,2007-05-09T00:00:00.000Z,Restaurant,16858,-78.78729265,35.73332654,M
157402,04092021080,Domino's Pizza #5505,1367 SE Maynard,,CARY,NC,27511,(919) 469-1115,2001-07-12T00:00:00.000Z,Food Stand,4176,-78.76385241,35.78884053,M
157403,04092030144,Tacos Estilo Hildalgo (Mario Resendiz-Trejo) (WCID # 068),101 Reed ST ,,CARY,NC,27511,(919) 455-3806,2005-11-23T00:00:00.000Z,Mobile Food Units,8390,-78.76292831,35.79014794,M
157404,04092015076,Yoho Asian Bistro,8204-106 Tryon Woods DR ,,CARY,NC,27511,(919) 859-8081,2008-02-25T00:00:00.000Z,Restaurant,4428,-78.74169613,35.74700826,M
157405,04092016865,CROSSTOWN PUB,140 E. CHATHAM STREET,,CARY,NC,27511,(919) 650-2853,2015-01-29T00:00:00.000Z,Restaurant,9733,-78.77981276,35.78711494,M
157406,04092017267,WENDY'S #6303,1343 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 467-1407,2016-08-11T00:00:00.000Z,Restaurant,10866,-78.78290963,35.75983801,M
157407,04092017869,HIBACHI CHINA BUFFET,111 SHANNON OAKS CIR ,,CARY,NC,27511,(919) 388-1686,2018-06-29T00:00:00.000Z,Restaurant,14957,-78.78396413,35.75999139,M
157408,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 955-5060,2017-03-02T00:00:00.000Z,Food Stand,12953,-78.7955722,35.78044851,T
157409,04092015625,BOJANGLES #42,840 E CHATHAM ST ,,CARY,NC,27511,(919) 467-7030,2010-04-19T00:00:00.000Z,Restaurant,16797,-78.76021314,35.79096632,M
157410,04092030404,Tacos El Coco Loco (WCID #694),404 W Chatham ST ,,CARY,NC,27511,(919) 699-3810,2019-03-27T00:00:00.000Z,Mobile Food Units,18844,-78.78845716,35.78703957,M
157411,04092017945,MCDONALDS #13362,4801 SW CARY  PKY ,,CARY,NC,27511,(919) 481-1500,2018-09-28T00:00:00.000Z,Restaurant,18840,-78.82984564,35.78912051,M
157412,04092021608,OLIVE TREE MARKET ,270 NOTTINGHAM  DR ,,CARY,NC,27511,(919) 481-0321,2010-02-24T00:00:00.000Z,Food Stand,15625,-78.74207942,35.76779872,M
157413,04092014563,Red Robin #567,2260 Walnut ST,,CARY,NC,27511,(919) 854-5415,2006-04-24T00:00:00.000Z,Restaurant,7101,-78.74211776,35.75448808,M
157414,04092016915,BEST WESTERN CARY CAFE,1722 WALNUT ST ,,CARY,NC,27511,(919) 481-1200,2015-04-30T00:00:00.000Z,Restaurant,16779,-78.7475927,35.76200365,M
157415,04092016085,LITTLE TOKYO,1105 WALNUT ST ,FC 2,CARY,NC,27511,(919) 462-3900,2012-01-12T00:00:00.000Z,Restaurant,8104,-78.76025493,35.77377018,T
157416,04092017301,ESMERALDA GRILL,748 E CHATHAM ST ,SUITE J,CARY,NC,27511,(919) 377-2455,2016-08-26T00:00:00.000Z,Restaurant,14696,-78.76514155,35.79157241,M
157417,04092020943,Whole Foods Market Seafood Shop,102 B New Waverly Place ,,CARY,NC,27511,(919) 816-8830,2000-05-09T00:00:00.000Z,Food Stand,4801,0,0,U
157418,04092020944,Whole Foods Market Produce Shop,102 B New Waverly Place ,,CARY,NC,27511,(919) 816-8830,2000-05-09T00:00:00.000Z,Food Stand,4802,0,0,U
157419,04092018133,SUBWAY #17385,611 E CHATHAM ST ,,CARY,NC,27511,(919) 380-0202,2019-07-10T00:00:00.000Z,Restaurant,18819,-78.76618398,35.79212412,M
157420,04092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5688,2012-01-04T00:00:00.000Z,Restaurant,15584,-78.78870146,35.71809037,M
157421,04092015537,IHOP,1301 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 469-1835,2009-12-11T00:00:00.000Z,Restaurant,7904,-78.78262706,35.76147699,M
157422,04092017498,WING STOP #1245,684-A CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-0736,2016-12-30T00:00:00.000Z,Restaurant,10990,-78.76589162,35.7755899,M
157423,04092016040,SUBWAY #52361,2010 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 851-3399,2011-11-08T00:00:00.000Z,Restaurant,4948,-78.78211173,35.73717592,M
157424,04092021850,EL RINCONCITO,1105 WALNUT ST ,SUITE FC8,CARY,NC,27511,(919) 378-9696,2015-05-13T00:00:00.000Z,Food Stand,7014,-78.76025493,35.77377018,T
157425,04092160001,CHATHAM COMMONS - CARY REST HOME FOODSERVICE,809 W CHATHAM St ,,CARY,NC,27511,(919) 469-9309,2003-03-06T00:00:00.000Z,Institutional Food Service,561,-78.79327826,35.78204056,M
157426,04092017446,ACADEMY STREET BISTRO,200 S ACADEMY ST ,STE 100,CARY,NC,27511,(919) 377-0509,2016-11-01T00:00:00.000Z,Restaurant,12796,-78.78170139,35.78644735,M
157427,04092021777,PAPA MURPHY'S NC002,161 SE CARY  PKY ,,CARY,NC,27511,(919) 459-8494,2014-01-07T00:00:00.000Z,Food Stand,13542,-78.78193974,35.75976658,M
157428,04092016654,TASTE OF JAMAICA,600 E CHATHAM ST ,#B,CARY,NC,27511,(919) 461-0045,2014-03-26T00:00:00.000Z,Restaurant,6527,-78.76780088,35.79071172,M
157429,04092015894,DAIRY QUEEN GRILL & CHILL,631 WALNUT  ST ,,CARY,NC,27511,(919) 465-2100,2011-03-09T00:00:00.000Z,Restaurant,12071,-78.76677132,35.77674815,M
157430,04092016640,JASMIN BISTRO,1109 LEDSOME LN ,,CARY,NC,27511,(919) 469-1112,2014-02-28T00:00:00.000Z,Restaurant,6376,-78.74766614,35.76296438,M
157431,04092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010-08-27T00:00:00.000Z,Restaurant,9840,-78.78269118,35.77098761,M
157432,04092016715,Spring Hill Suites Kitchen,1128 Ledsome Lane,,CARY,NC,27511,(919) 977-7244,2014-07-11T00:00:00.000Z,Restaurant,13522,-78.74889113,35.76176667,M
157433,04092017672,STONERIDGE,105 CONVENTION DR ,,CARY,NC,27511,(919) 460-0560,2017-08-29T00:00:00.000Z,Restaurant,12394,-78.75899817,35.77593029,M
157434,04092016996,DICED GOURMET SALADS AND WRAPS,1377 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 377-8572,2015-08-11T00:00:00.000Z,Restaurant,11556,-78.78193974,35.75976658,M
157435,04092017756,Your Pie #47,685 Cary Towne BLVD ,,Cary,NC,27511,(919) 378-9578,2017-12-05T00:00:00.000Z,Restaurant,13008,-78.76677132,35.77674815,M
157436,04092013151,Whole Foods Market Deli-Sushi-Cheese,102 B New Waverly Pl ,,CARY,NC,27511,(919) 816-8830,2000-05-05T00:00:00.000Z,Restaurant,5077,0,0,U
157437,04092021549,HARRIS TEETER #257 MEAT/SEAFOOD,2080 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 233-9483,2008-09-19T00:00:00.000Z,Food Stand,12648,-78.78068706,35.73567462,M
157438,04092016121,Panera Bread #1642,2234 Walnut  ST ,,CARY,NC,27511,(919) 233-2221,2012-03-28T00:00:00.000Z,Restaurant,6152,-78.74288401,35.75542976,M
157439,04092017708,Outback #3443,901 Walnut ST ,,CARY,NC,27511,(919) 460-1770,2017-10-05T00:00:00.000Z,Restaurant,12937,-78.76561938,35.77485795,M
157440,04092017571,PENN STATION #320,700 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 234-1342,2017-04-17T00:00:00.000Z,Restaurant,13488,-78.76561938,35.77485795,M
157441,04092017165,BREW AT THE CARY THEATER,122 E CHATHAM ST ,SUITE 112,CARY,NC,27511,(919) 400-5473,2016-02-25T00:00:00.000Z,Restaurant,5124,-78.78039812,35.7871115,M
157442,04092017135,GOOD HARVEST,1104 LEDSOME LN ,SUITE 105,CARY,NC,27511,(919) 322-5558,2016-01-19T00:00:00.000Z,Restaurant,13485,-78.74823051,35.76313262,M
157443,04092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003-01-17T00:00:00.000Z,Restaurant,9688,-78.78068706,35.73567462,M
157444,04092016465,CORBETT'S BURGERS & SODA BAR,126 KILMAYNE DR ,,CARY,NC,27511,(919) 461-0055,2013-07-16T00:00:00.000Z,Restaurant,7606,-78.78304446,35.77049321,M
157445,04092016778,BIRYANI MAXX,590 E. CHATHAM ST.,,CARY,NC,27511,(919) 377-0346,2014-09-29T00:00:00.000Z,Restaurant,6388,-78.76832214,35.79037457,M
157446,04092012067,Kabuki Japanese Steak House,220 Nottingham Dr,,CARY,NC,27511,(919) 380-8081,1997-06-26T00:00:00.000Z,Restaurant,5290,-78.74177928,35.76778433,M
157447,04092017553,BURGER KING #11244,2791 Nc 55 HWY ,,CARY,NC,27511,(919) 387-0071,2017-03-15T00:00:00.000Z,Restaurant,5990,-78.87169627,35.78608086,M
157448,04092160052,Brookdale Macarthur Park,111 Mac Arthur DR,,CARY,NC,27511,(919) 460-5959,2006-04-25T00:00:00.000Z,Institutional Food Service,7585,-78.83551891,35.7724564,M
157449,04092030248,BOJANGLES MOBILE FOOD UNIT (WCID #446),840 E CHATHAM  ST ,,CARY,NC,27511,(919) 614-7532,2013-03-15T00:00:00.000Z,Mobile Food Units,13200,-78.76021314,35.79096632,M
157450,04092300140,Whole Foods Market Meat Market,102 B New Waverly Pl ,,CARY,NC,27511,(816) 883-0,2000-05-09T00:00:00.000Z,Meat Market,6026,0,0,U
157451,04092014027,Jersey Mike's Of Cary,701 Cary Towne BLVD ,,CARY,NC,27511,(919) 461-8100,2004-03-30T00:00:00.000Z,Restaurant,15432,-78.76677132,35.77674815,M
157452,04092017557,LITTLE TOKYO RESTAURANT,1401 SE MAYNARD RD ,STE J,CARY,NC,27511,(919) 467-5011,2017-03-27T00:00:00.000Z,Restaurant,6634,-78.7642317,35.78997989,M
157453,04092016923,PHARMACY BOTTLE & BEVERAGE,120 E CHATHAM ST ,,CARY,NC,27511,(919) 234-1098,2015-03-18T00:00:00.000Z,Restaurant,16636,-78.78039812,35.7871115,M
157454,04092013833,Andre's Coffee & Crepes,315 Crossroads BLVD ,,CARY,NC,27511,(919) 233-0288,2003-07-09T00:00:00.000Z,Restaurant,918,-78.73871452,35.76064286,M
157455,04092014008,Jordan Oaks,10820 Penny Rd ,,CARY,NC,27511,(919) 387-8250,2004-03-22T00:00:00.000Z,Restaurant,15430,-78.79549961,35.71735337,M
157456,04092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,STE B,CARY,NC,27511,(919) 465-1435,2016-06-15T00:00:00.000Z,Restaurant,13031,-78.76514155,35.79157241,M
157457,04092021737,CORNER KICK CAFE,200 SOCCER PARK  DR ,,CARY,NC,27511,(919) 621-2168,2013-02-20T00:00:00.000Z,Food Stand,7530,-78.75415291,35.78746765,M
157458,04092016867,Tacos Estilo Hidalgo #3 y Pupuseria,404 W CHATHAM ST ,,CARY,NC,27511,(919) 460-8662,2015-02-06T00:00:00.000Z,Restaurant,11256,-78.78845716,35.78703957,M
157459,04092017568,MARCO POLLO,1871 LAKE PINE DR ,,CARY,NC,27511,(919) 694-5524,2017-03-13T00:00:00.000Z,Restaurant,16610,-78.81900108,35.74520928,M
157460,04092015601,STAMMTISCH CAFE,215 GREGSON DR ,,CARY,NC,27511,(919) 461-6033,2010-03-26T00:00:00.000Z,Restaurant,7522,-78.80332985,35.73531293,M
157461,04092017538,PIZZERIA FAULISI,215 E CHATHAM ST ,SUITE 101,CARY,NC,27511,(919) 377-8244,2017-02-21T00:00:00.000Z,Restaurant,16608,-78.77734174,35.78786553,M
157462,04092021954,EDIBLE ARRANGEMENTS #365-CARY,207 CROSSROADS BLVD ,,CARY,NC,27511,(919) 851-7065,2016-04-15T00:00:00.000Z,Food Stand,9897,-78.73871452,35.76064286,M
157463,04092016844,DUCK DONUTS,100 WRENN DR ,STE #101,CARY,NC,27511,(919) 468-8722,2014-12-17T00:00:00.000Z,Restaurant,21843,-78.78400848,35.76514973,M
157464,04092021820,MAX ORIENT,1105 WALNUT ST ,STE. F4,CARY,NC,27511,,2014-12-03T00:00:00.000Z,Food Stand,21839,-78.76025493,35.77377018,T
157465,04092021815,HARRIS TEETER #430 - PRODUCE,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Food Stand,21832,-78.76561938,35.77485795,M
157466,04092160085,SPRING ARBOR OF CARY FOOD SERVICE,1705 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 388-9635,2017-07-25T00:00:00.000Z,Institutional Food Service,13055,-78.78033541,35.74536609,M
157467,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013-09-04T00:00:00.000Z,Restaurant,11353,-78.76443251,35.78847694,M
157468,04092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012-04-18T00:00:00.000Z,Restaurant,7321,-78.78052303,35.78769406,M
157469,04092015047,La Cocina,100 Macgregor Pines DR ,,CARY,NC,27511,(919) 467-0780,2008-01-16T00:00:00.000Z,Restaurant,21780,-78.8200282,35.74468402,M
157470,04092021412,Fresh Market #8 Produce,3655 Cary PKWY ,,CARY,NC,27511,(919) 481-2865,2006-10-31T00:00:00.000Z,Food Stand,15357,0,0,U
157471,04092110149,Kingswood Elem. Sch. Cafeteria,200 E Johnson Pl ,,CARY,NC,27511,(919) 460-3487,2004-08-09T00:00:00.000Z,Public School Lunchrooms,1087,0,0,U
157472,04092013886,Wasabi,"107 Edinburgh South, St 135 ",,CARY,NC,27511,(919) 460-7980,2003-08-28T00:00:00.000Z,Restaurant,5569,-78.79910146,35.73756978,M
157473,04092017006,THE EGG&I BREAKFAST & LUNCH,1104 LEDSOME LN ,STE 101,CARY,NC,27511,(919) 322-4344,2015-08-19T00:00:00.000Z,Restaurant,21620,-78.74823051,35.76313262,M
157474,04092017558,BURGER KING #8018,313 COLONADES WAY ,,CARY,NC,27511,(919) 854-4301,2017-03-21T00:00:00.000Z,Restaurant,12231,-78.77901138,35.73967763,M
157475,04092013971,Mac's Tavern,1014 Ryan Rd,,CARY,NC,27511,(919) 467-4114,2004-01-09T00:00:00.000Z,Restaurant,5665,-78.76677132,35.77674815,M
157476,04092017750,The Postmaster,160 E Cedar ST ,Unit 100,Cary,NC,27511,(919) 378-9493,2017-11-27T00:00:00.000Z,Restaurant,21397,-78.77891488,35.78797879,M
157477,04092025243,Little Caesars Express,102 Gregson DR ,,CARY,NC,27511,(919) 481-4493,2019-02-27T00:00:00.000Z,Food Stand,18371,-78.80543546,35.74005711,M
157478,04092014968,Starbucks Coffee Co,204-200 Crossroads BLVD ,,CARY,NC,27511,(919) 233-4905,2007-10-09T00:00:00.000Z,Restaurant,16542,-78.74147311,35.76118923,M
157479,04092021439,Sea Depot Seafood Market,750-G E Chatham ST ,,CARY,NC,27511,(919) 469-8889,2007-03-12T00:00:00.000Z,Food Stand,21209,-78.76489683,35.79185661,M
157480,04092021604,The Butchers Market,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010-01-20T00:00:00.000Z,Food Stand,21204,-78.78213078,35.7627377,M
157481,04092040363,Patio Dogs (WCID #643),120 E Chatham ST ,,CARY,NC,27511,(919) 741-9940,2018-08-15T00:00:00.000Z,Pushcarts,11862,-78.78039812,35.7871115,M
157482,04092016356,BREWSTER'S PUB,1885 LAKE PINE  DR ,,CARY,NC,27511,(919) 650-1270,2013-01-25T00:00:00.000Z,Restaurant,21158,-78.81900108,35.74520928,M
157483,04092016780,HARRIS TEETER #430 STARBUCKS,885 WALNUT ST ,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Restaurant,18315,-78.76561938,35.77485795,M
157484,04092300288,Cary African and Caribbean Market,1435 SE Maynard ST ,,Cary,NC,27511,(919) 462-3500,2019-04-05T00:00:00.000Z,Meat Market,18282,-78.76384442,35.79193542,M
157485,04092021788,GREEN PLANET CATERING,120 DRY AVE ,,CARY,NC,27511,(919) 832-6767,2014-04-16T00:00:00.000Z,Food Stand,21011,-78.78306291,35.78337198,M
157486,04092017939,MCDONALDS AT CROSSROADS #13363,1830 WALNUT ST ,,CARY,NC,27511,(919) 233-0080,2018-09-28T00:00:00.000Z,Restaurant,18149,-78.74334016,35.75902812,M
157487,04092017942,MCDONALDS #7501,1299 KILDAIRE FARM  RD ,,CARY,NC,27511,(919) 469-3519,2018-09-28T00:00:00.000Z,Restaurant,20707,-78.78290933,35.76224608,M
157488,04092110138,Cary Elementary Cafeteria,400 Kildaire Farm Rd ,,CARY,NC,27511,(919) 460-3462,2003-08-07T00:00:00.000Z,Public School Lunchrooms,20605,-78.78171142,35.78101554,M
157489,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014-10-15T00:00:00.000Z,Food Stand,16389,-78.76561938,35.77485795,M
